"","Product.Group.ID","Product.Group.Name.x","Business.Unit","MIN.Start.Month.Group","MIN.Effective.Start.Date","MAX.End.Month.Group","MAX.Effective.End.Date","Billed.Account.ID","Billed.Account.Name","Account.Name","Finance.Tier","Customer.Support.Tier","Based.Country","Geography..G.","Division..D.","Region..R.","Area..A.","Territory..T.","Product.Group.tier.2","Product.Group.tier.3","Product.Group.tier.4","Hyp...Business.Unit","Total.Past.12.Months.Dollar","Estm.Historical.Monthly.Rev","Contract.Months.Remaining","Contract.Remaining.Value..Q3.2014.to.Q2.2015.","Contract.Remaining.Value..Q4.2014.to.Q3.2015.","Contract.Remaining.Value..Total."
"1153","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","3/1/11 0:00","3/28/11 0:00","10/31/14 0:00","10/15/14 0:00","1-110HAH","Proquire L L C","AstraZeneca","B","E","USA","Americas","Enterprise","Enterprise East","Mid Atlantic","Mid Atlantic","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$558.80","$46.57",4,"$186.27","$0.00","$186.27"
"1156","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","9/1/04 0:00","9/30/04 0:00","9/30/14 0:00","9/28/14 0:00","1-2Y5G2V","AdStream","AdStream","E","E","Australia","APJ","SOUTH ASIA","ANZ","ECG ANZ","ECG ANZ","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,279.32","$106.61",3,"$319.83","$0.00","$319.83"
"1158","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/00 0:00","12/30/00 0:00","8/31/14 0:00","8/30/14 0:00","1-2ZH9R","Massachusetts Mutual Life Insurance Company","Massachusetts Mutual Life Insurance Company","D","E","USA","Americas","Industry","Financial Services","Finance East","Finance East","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,640.26","$136.69",2,"$273.38","$0.00","$273.38"
"1169","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","11/1/00 0:00","11/22/00 0:00","4/30/15 0:00","4/30/15 0:00","1-3F9R","Novator Systems Ltd.","Novator Systems Ltd.","C","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",10,"$0.00","$0.00","$0.00"
"1183","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/03 0:00","8/8/03 0:00","8/31/14 0:00","8/7/14 0:00","1-491AE","IDC.com","IDC.com","E","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,682.73","$140.23",2,"$280.45","$0.00","$280.45"
"1188","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/06 0:00","12/15/06 0:00","8/31/15 0:00","8/31/15 0:00","1-4IWKX9","Flexera Software LLC","Flexera Software LLC","D","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$517.00","$43.08",14,"$517.00","$603.17","$603.17"
"1189","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/06 0:00","8/1/06 0:00","7/31/15 0:00","7/31/15 0:00","1-4NG03P","UCC HOLDINGS CO., LTD.","UCC HOLDINGS CO., LTD.","E","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$574.70","$47.89",13,"$574.70","$622.59","$622.59"
"1190","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/06 0:00","8/15/06 0:00","10/31/14 0:00","10/14/14 0:00","1-504UH5","Wontok Inc.","Wontok Inc.","C","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$637.24","$53.10",4,"$212.41","$0.00","$212.41"
"1192","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/06 0:00","1/1/06 0:00","12/31/14 0:00","12/31/14 0:00","1-1MNPB9","CDN Solutions","Star Flyer Inc.","E","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$451.77","$37.65",6,"$225.88","$225.88","$225.88"
"1198","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/07 0:00","1/15/07 0:00","9/30/15 0:00","9/30/15 0:00","1-5OSB","Mobile Planet","Mobile Planet","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Commerce","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$2,130.39","$177.53",15,"$2,130.39","$2,662.99","$2,662.99"
"1201","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/08 0:00","1/30/08 0:00","12/31/14 0:00","12/31/14 0:00","1-61TDW5","Paciolan","Paciolan","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Commerce","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$206.80","$17.23",6,"$103.40","$103.40","$103.40"
"1203","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","10/1/03 0:00","10/1/03 0:00","9/30/15 0:00","9/30/15 0:00","1-69IZ","Hale and Dorr","Hale and Dorr","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,339.03","$111.59",15,"$1,339.03","$1,673.79","$1,673.79"
"1204","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","2/1/05 0:00","2/1/05 0:00","11/30/14 0:00","11/30/14 0:00","1-5K8P","Verizon Business","Audatex","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,327.87","$110.66",5,"$553.28","$553.28","$553.28"
"1206","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","4/1/06 0:00","4/14/06 0:00","2/28/15 0:00","2/28/15 0:00","1-6EU2T5","SmithGeiger","SmithGeiger","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,822.62","$151.88",8,"$1,215.08","$1,215.08","$1,215.08"
"1217","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","2/1/01 0:00","2/1/01 0:00","9/30/14 0:00","9/30/14 0:00","1-88FVZ","Nobel, Ltd.","Nobel, Ltd.","E","E","Bermuda","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$461.42","$38.45",3,"$115.36","$0.00","$115.36"
"1228","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","11/1/05 0:00","11/1/05 0:00","10/31/14 0:00","10/31/14 0:00","1-BAUWZ","XPlusOne","XPlusOne","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$2,068.41","$172.37",4,"$689.47","$0.00","$689.47"
"1234","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","9/1/02 0:00","9/5/02 0:00","1/31/15 0:00","1/9/15 0:00","1-DBMA5","Interactive Media Lab","Interactive Media Lab","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$315.65","$26.30",7,"$184.13","$184.13","$184.13"
"1238","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","7/1/06 0:00","7/19/06 0:00","7/31/14 0:00","7/18/14 0:00","1-F8G50","WebStyle Productions","WebStyle Productions","E","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$395.99","$33.00",1,"$33.00","$0.00","$33.00"
"1246","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","10/1/03 0:00","10/14/03 0:00","9/30/15 0:00","9/30/15 0:00","1-HNPND","AES Corporation","AES Corporation","D","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,550.56","$129.21",15,"$1,550.56","$1,938.19","$1,938.19"
"1247","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/06 0:00","12/8/06 0:00","2/29/16 0:00","2/29/16 0:00","1-5K8P","Verizon Business","Amgen Inc","C","E","USA","Americas","Enterprise","Enterprise West","West","SoCal","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,767.05","$147.25",20,"$1,767.05","$1,767.05","$2,945.09"
"1249","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","4/1/06 0:00","4/15/06 0:00","12/31/14 0:00","12/31/14 0:00","1-HRYW1","Lennar Corporation","Lennar Corporation","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$513.24","$42.77",6,"$256.62","$256.62","$256.62"
"1254","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","6/1/06 0:00","6/1/06 0:00","4/30/15 0:00","4/30/15 0:00","1-1MNPB9","CDN Solutions","Hokkaido International Airlines Co., Ltd.","E","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$78.09","$6.51",10,"$65.08","$65.08","$65.08"
"1256","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","9/1/03 0:00","9/1/03 0:00","1/31/15 0:00","1/31/15 0:00","1-KSX5","Publishing Technology (Europe) Ltd","Publishing Technology (Europe) Ltd","E","E","United Kingdom","EMEA","UKI","ECG UKI","ECG UKI","ECG UKI","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,005.67","$83.81",7,"$586.64","$586.64","$586.64"
"1257","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","10/1/06 0:00","10/16/06 0:00","1/31/15 0:00","1/13/15 0:00","1-KV2Q6Z","Cox and Kings India (Pvt) Ltd","Cox and Kings India (Pvt) Ltd","D","E","India","APJ","INDIA","INDIA","ECG INDIA","ECG INDIA","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$501.74","$41.81",7,"$292.68","$292.68","$292.68"
"1260","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","10/1/06 0:00","10/1/06 0:00","3/31/15 0:00","3/9/15 0:00","1-LGUP7P","Kiptronic","Kiptronic","D","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$516.99","$43.08",9,"$387.74","$387.74","$387.74"
"1263","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/05 0:00","8/1/05 0:00","7/31/16 0:00","7/31/16 0:00","1-MRX4","Blue Nile","Blue Nile","E","E","USA","Americas","Enterprise","Enterprise West","Bay/Pacific NW","Bay/Pacific NW","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$4.21","$0.35",25,"$4.21","$4.21","$8.78"
"1268","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","5/1/10 0:00","5/10/10 0:00","7/31/14 0:00","7/9/14 0:00","1-P7VURF","Meteo Consult","Meteo Consult","","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",1,"$0.00","$0.00","$0.00"
"1270","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","11/1/01 0:00","11/14/01 0:00","7/31/15 0:00","7/31/15 0:00","1-SZV9","Kronos","Kronos","D","E","USA","Americas","Enterprise","Enterprise East","New England","New England","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$210.75","$17.56",13,"$210.75","$228.31","$228.31"
"1280","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","5/1/01 0:00","5/31/01 0:00","6/30/15 0:00","6/30/15 0:00","1-ZV20","Publicdata, Ltd.","Publicdata, Ltd.","E","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,039.17","$86.60",12,"$1,039.17","$1,039.17","$1,039.17"
"1287","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/01 0:00","8/31/01 0:00","10/31/14 0:00","10/31/14 0:00","13C-QHI","Atoll Impressions Ltd.","Athens984","D","E","Greece","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$775.91","$64.66",4,"$258.64","$0.00","$258.64"
"1292","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","7/1/02 0:00","7/1/02 0:00","8/31/15 0:00","8/31/15 0:00","15Q-3YTP","Grenfell Ltd","Grenfell Ltd","D","E","Ireland","EMEA","UKI","ECG UKI","ECG UKI","ECG UKI","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$2,086.95","$173.91",14,"$2,086.95","$2,434.77","$2,434.77"
"1294","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","4/1/05 0:00","4/13/05 0:00","3/31/15 0:00","3/31/15 0:00","15Q-5HRT","World Television (Switzerland) Ltd.","World Television (Switzerland) Ltd.","C","E","United Kingdom","EMEA","CER","ECG CER","ECG CER","ECG CER","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$290.39","$24.20",9,"$217.80","$217.80","$217.80"
"1299","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","4/1/03 0:00","4/1/03 0:00","9/30/14 0:00","9/30/14 0:00","1-1MNPB9","CDN Solutions","NNA","E","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$514.10","$42.84",3,"$128.52","$0.00","$128.52"
"1302","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/03 0:00","12/10/03 0:00","11/30/14 0:00","11/30/14 0:00","13C-QHI","Atoll Impressions Ltd.","EURO2DAY","C","E","Greece","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,948.00","$162.33",5,"$811.67","$811.67","$811.67"
"1304","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/06 0:00","1/1/06 0:00","2/28/15 0:00","2/28/15 0:00","179-4HCY","Lectra SA","Lectra SA","D","E","France","EMEA","SER","ECG SER","ECG SER","ECG SER","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,643.62","$136.97",8,"$1,095.74","$1,095.74","$1,095.74"
"1315","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/10 0:00","12/1/10 0:00","1/31/15 0:00","1/31/15 0:00","AANA-5CUS4I","Fox Networks Group, Inc.","Yardbarker, Inc.","","E","USA","Americas","Industry","Media","Media","Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$492.39","$41.03",7,"$287.23","$287.23","$287.23"
"1320","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","6/1/13 0:00","6/1/13 0:00","5/31/16 0:00","5/31/16 0:00","AANA-3LEB68","KT Corporation","KT Corporation","","E","Korea","APJ","NORTH ASIA","KOREA","KOREA PARTNER","KOREA PARTNER","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",23,"$0.00","$0.00","$0.00"
"1322","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/09 0:00","8/30/09 0:00","8/31/14 0:00","8/29/14 0:00","AANA-42RKRC","Admotion USA Incorporated","Admotion USA Incorporated","E","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",2,"$0.00","$0.00","$0.00"
"1332","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","2/1/12 0:00","2/1/12 0:00","1/31/15 0:00","1/31/15 0:00","AANA-5CUS4I","Fox Networks Group, Inc.","FBC - X Factor","","E","USA","Americas","Industry","Media","Media","Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$205.34","$17.11",7,"$119.78","$119.78","$119.78"
"1333","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","5/1/12 0:00","5/1/12 0:00","4/30/15 0:00","4/30/15 0:00","B-C-C8KEVD","ITWay Solutions Ltd","ITWay Solutions Ltd","","E","Italy","EMEA","SEB","Emerging","Israel","Israel","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",10,"$0.00","$0.00","$0.00"
"1341","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","8/1/13 0:00","8/15/13 0:00","1/31/15 0:00","1/31/15 0:00","F-AC-1330070","21st Century Fox (dba News America Inc.)","21st Century Fox (dba News America Inc.)","","E","USA","Americas","Industry","Media","Media","Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.15","$0.01",7,"$0.09","$0.09","$0.09"
"1345","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","12/1/12 0:00","12/17/12 0:00","4/30/15 0:00","4/30/15 0:00","F-AC-298302","DaCast LLC","DaCast LLC","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.00","$0.00",10,"$0.00","$0.00","$0.00"
"1347","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/11 0:00","1/28/11 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-385144","9x9Cloud.TV","9x9Cloud.TV","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$0.24","$0.02",9,"$0.18","$0.18","$0.18"
"1348","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","5/1/11 0:00","5/1/11 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-542507","Shoppers Stop Ltd.","Shoppers Stop Ltd.","","E","India","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$704.46","$58.71",4,"$234.82","$0.00","$234.82"
"1349","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","7/1/11 0:00","7/1/11 0:00","1/31/15 0:00","1/31/15 0:00","F-AC-580899","Fox Sports Latin America, Ltd.","Fox Sports Latin America, Ltd.","","E","USA","Americas","Industry","Media","Media","Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$1,692.21","$141.02",7,"$987.12","$987.12","$987.12"
"1353","B-2-7Y4UY","DOWNLOADS-LEGACY","Media","1/1/12 0:00","1/17/12 0:00","1/31/15 0:00","1/31/15 0:00","AANA-5CUS4I","Fox Networks Group, Inc.","Fox Sports Interactive Media LLC FS2GO","","E","USA","Americas","Industry","Media","Media","Media","Downloads-Legacy","Software Delivery Group","Media Delivery","Media BU","$20.39","$1.70",7,"$11.89","$11.89","$11.89"
"1446","B-2-7Y4VH","MEDIA ANALYTICS","Media","8/1/12 0:00","8/1/12 0:00","7/31/14 0:00","7/31/14 0:00","1-3CBNQV","Host Europe Solutions GmbH","Host Europe Solutions GmbH","D","E","Germany","EMEA","CER","CER Channel","CER Channel","CER Channel","Media Analytics","Media Analytics Group","Media VAS","Media BU","-$188.62","-$15.72",1,"-$15.72","$0.00","-$15.72"
"1493","B-2-7Y4VH","MEDIA ANALYTICS","Media","3/1/12 0:00","3/1/12 0:00","2/28/15 0:00","2/28/15 0:00","1-4IFYP5","Streamlivemedia","Streamlivemedia","","E","USA","Americas","Channel Direct","Platform Partners","Platform Partners","Platform Partners","Media Analytics","Media Analytics Group","Media VAS","Media BU","$1,430.00","$119.17",8,"$953.33","$953.33","$953.33"
"1505","B-2-7Y4VH","MEDIA ANALYTICS","Media","10/1/11 0:00","10/10/11 0:00","10/31/14 0:00","10/9/14 0:00","1-12J29TB","DIGIPLUG SAS","Universal Music France","B","E","France","EMEA","SER","DM France","DM France","DM France","Media Analytics","Media Analytics Group","Media VAS","Media BU","$9,000.00","$750.00",4,"$3,000.00","$0.00","$3,000.00"
"1544","B-2-7Y4VH","MEDIA ANALYTICS","Media","12/1/09 0:00","12/1/09 0:00","3/31/16 0:00","3/31/16 0:00","1-5K8P","Verizon Business","Tyco Electronics Corporation","E","E","USA","Americas","Enterprise","Enterprise East","Mid Atlantic","Mid Atlantic","Media Analytics","Media Analytics Group","Media VAS","Media BU","$0.00","$0.00",21,"$0.00","$0.00","$0.00"
"1653","B-2-7Y4VH","MEDIA ANALYTICS","Media","4/1/12 0:00","4/25/12 0:00","10/31/15 0:00","10/17/15 0:00","1-T9P92H","Adform ApS","Adform ApS","","E","Denmark","EMEA","SEB","Nordics","DM Nordics","DM Nordics","Media Analytics","Media Analytics Group","Media VAS","Media BU","$372.02","$31.00",16,"$372.02","$496.03","$496.03"
"1876","B-2-7Y4VH","MEDIA ANALYTICS","Media","10/1/12 0:00","10/11/12 0:00","10/31/14 0:00","10/10/14 0:00","F-AC-1119601","Blue Scout Media","Blue Scout Media","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Media Analytics","Media Analytics Group","Media VAS","Media BU","$5,250.00","$437.50",4,"$1,750.00","$0.00","$1,750.00"
"1886","B-2-7Y4VH","MEDIA ANALYTICS","Media","10/1/13 0:00","10/1/13 0:00","9/30/15 0:00","9/30/15 0:00","1-6NDR1","G&L Geissendoerfer & Leschinsky GmbH","Toto-Lotto Niedersachsen GmbH","","E","Germany","EMEA","CER","DM DACH","DM DACH","DM DACH","Media Analytics","Media Analytics Group","Media VAS","Media BU","$1,334.27","$111.19",15,"$1,334.27","$1,667.84","$1,667.84"
"1898","B-2-7Y4VH","MEDIA ANALYTICS","Media","8/1/13 0:00","8/9/13 0:00","12/31/14 0:00","12/31/14 0:00","1-YIT8EH","Pearson Education","Learning Technologies - PSN","","E","USA","Americas","Enterprise","Enterprise East","New England","New England","Media Analytics","Media Analytics Group","Media VAS","Media BU","$219.19","$18.27",6,"$109.60","$109.60","$109.60"
